+-------------+------------+------------------+
| AMKA        | total_cost | department_name  |
| 20000000065 |     260591 | Psychiatry       |
| 20000000065 |     227898 | Pulmonology      |
| 20000000065 |     128928 | Radiology        |
| 20000000066 |     478427 | Anesthesiology   |
| 20000000066 |     342475 | Cardiology       |
| 20000000066 |     170883 | Dermatology      |
| 20000000066 |     195629 | Emergency        |
| 20000000066 |     193985 | Endocrinology    |
| 20000000066 |     201492 | Gastroenterology |
| 20000000066 |     258243 | Gynecology       |
| 20000000066 |     120268 | Neurology        |
| 20000000066 |     134751 | Neurosurgery     |
| 20000000066 |     212785 | Oncology         |
| 20000000066 |      76126 | Orthopedics      |
| 20000000066 |      76628 | Pediatrics       |
| 20000000066 |      36364 | Psychiatry       |
| 20000000066 |      41602 | Pulmonology      |
| 20000000066 |      47491 | Radiology        |
| 20000000067 |     501501 | Anesthesiology   |
| 20000000067 |     196331 | Cardiology       |
| 20000000067 |     136691 | Dermatology      |
| 20000000067 |     102022 | Emergency        |
| 20000000067 |     154646 | Endocrinology    |
| 20000000067 |     154857 | Gastroenterology |
| 20000000067 |     198336 | Gynecology       |
| 20000000067 |     154529 | Neurology        |
| 20000000067 |     161635 | Neurosurgery     |
| 20000000067 |     209968 | Oncology         |
| 20000000067 |     200241 | Orthopedics      |
| 20000000067 |     118551 | Pediatrics       |
| 20000000067 |     102322 | Psychiatry       |
| 20000000067 |      98984 | Pulmonology      |
| 20000000067 |      84253 | Radiology        |
| 20000000068 |      89788 | Anesthesiology   |
| 20000000068 |      51999 | Cardiology       |
| 20000000068 |      65828 | Dermatology      |
| 20000000068 |      38979 | Emergency        |
| 20000000068 |      67708 | Endocrinology    |
| 20000000068 |     219481 | Gastroenterology |
| 20000000068 |     227868 | Gynecology       |
| 20000000068 |     138788 | Neurology        |
| 20000000068 |     145499 | Neurosurgery     |
| 20000000068 |     208324 | Oncology         |
| 20000000068 |     300798 | Orthopedics      |
| 20000000068 |     165714 | Pediatrics       |
| 20000000068 |     164954 | Psychiatry       |
| 20000000068 |     181543 | Pulmonology      |
| 20000000068 |     142006 | Radiology        |
| 20000000069 |     552226 | Anesthesiology   |
| 20000000069 |     226552 | Cardiology       |
| 20000000069 |     190559 | Dermatology      |
| 20000000069 |     519718 | Emergency        |
| 20000000069 |     304800 | Endocrinology    |
| 20000000069 |     251713 | Gastroenterology |
| 20000000069 |     215326 | Gynecology       |
| 20000000069 |     129991 | Neurology        |
| 20000000069 |     166098 | Neurosurgery     |
| 20000000069 |     194960 | Oncology         |
| 20000000069 |     131949 | Orthopedics      |
| 20000000069 |      36440 | Pediatrics       |
| 20000000069 |      68544 | Psychiatry       |
| 20000000069 |      54555 | Pulmonology      |
| 20000000069 |      41804 | Radiology        |
| 20000000070 |     526379 | Anesthesiology   |
| 20000000070 |     164942 | Cardiology       |
| 20000000070 |     137090 | Dermatology      |
| 20000000070 |     106155 | Emergency        |
| 20000000070 |     167174 | Endocrinology    |
| 20000000070 |     224512 | Gastroenterology |
| 20000000070 |     127317 | Gynecology       |
| 20000000070 |     141498 | Neurology        |
| 20000000070 |     237588 | Neurosurgery     |
| 20000000070 |     212754 | Oncology         |
| 20000000070 |     214545 | Orthopedics      |
| 20000000070 |     105635 | Pediatrics       |
| 20000000070 |     101205 | Psychiatry       |
| 20000000070 |     106303 | Pulmonology      |
| 20000000070 |      84678 | Radiology        |
| 20000000071 |     428265 | Anesthesiology   |
| 20000000071 |     110316 | Cardiology       |
| 20000000071 |      77616 | Dermatology      |
| 20000000071 |      58531 | Emergency        |
| 20000000071 |     116643 | Endocrinology    |
| 20000000071 |     265490 | Gastroenterology |
| 20000000071 |     210461 | Gynecology       |
| 20000000071 |     123198 | Neurology        |
| 20000000071 |     175506 | Neurosurgery     |
| 20000000071 |     184014 | Oncology         |
| 20000000071 |     260151 | Orthopedics      |
| 20000000071 |     187055 | Pediatrics       |
| 20000000071 |     254214 | Psychiatry       |
| 20000000071 |     238708 | Pulmonology      |
| 20000000071 |     122516 | Radiology        |
| 20000000072 |     637741 | Anesthesiology   |
| 20000000072 |     176040 | Cardiology       |
| 20000000072 |     178447 | Dermatology      |
| 20000000072 |     207157 | Emergency        |
| 20000000072 |     223117 | Endocrinology    |
| 20000000072 |     263318 | Gastroenterology |
| 20000000072 |     200686 | Gynecology       |
| 20000000072 |     129028 | Neurology        |
| 20000000072 |     173164 | Neurosurgery     |
| 20000000072 |     200363 | Oncology         |
| 20000000072 |      80347 | Orthopedics      |
| 20000000072 |      64211 | Pediatrics       |
| 20000000072 |      37474 | Psychiatry       |
| 20000000072 |      49678 | Pulmonology      |
| 20000000072 |      45286 | Radiology        |
| 20000000073 |     573557 | Anesthesiology   |
| 20000000073 |     109659 | Cardiology       |
| 20000000073 |     131153 | Dermatology      |
| 20000000073 |     105870 | Emergency        |
| 20000000073 |     191860 | Endocrinology    |
| 20000000073 |     194834 | Gastroenterology |
| 20000000073 |     171733 | Gynecology       |
| 20000000073 |     152356 | Neurology        |
| 20000000073 |     158873 | Neurosurgery     |
| 20000000073 |     195892 | Oncology         |
| 20000000073 |     199241 | Orthopedics      |
| 20000000073 |      98933 | Pediatrics       |
| 20000000073 |     103499 | Psychiatry       |
| 20000000073 |     104239 | Pulmonology      |
| 20000000073 |      87224 | Radiology        |
| 20000000074 |     100166 | Anesthesiology   |
| 20000000074 |      44885 | Cardiology       |
| 20000000074 |      61439 | Dermatology      |
| 20000000074 |      52292 | Emergency        |
| 20000000074 |      75192 | Endocrinology    |
| 20000000074 |     287964 | Gastroenterology |
| 20000000074 |     168462 | Gynecology       |
| 20000000074 |     126407 | Neurology        |
| 20000000074 |     186166 | Neurosurgery     |
| 20000000074 |     172127 | Oncology         |
| 20000000074 |     278148 | Orthopedics      |
| 20000000074 |     160201 | Pediatrics       |
| 20000000074 |     170929 | Psychiatry       |
| 20000000074 |     186448 | Pulmonology      |
| 20000000074 |     179596 | Radiology        |
| 20000000075 |     604101 | Anesthesiology   |
| 20000000075 |     161386 | Cardiology       |
| 20000000075 |     172633 | Dermatology      |
| 20000000075 |     532473 | Emergency        |
| 20000000075 |     341002 | Endocrinology    |
| 20000000075 |     311331 | Gastroenterology |
| 20000000075 |     140042 | Gynecology       |
| 20000000075 |     117660 | Neurology        |
| 20000000075 |     191238 | Neurosurgery     |
| 20000000075 |     180076 | Oncology         |
| 20000000075 |     104207 | Orthopedics      |
| 20000000075 |      36291 | Pediatrics       |
| 20000000075 |      83547 | Psychiatry       |
| 20000000075 |      48763 | Pulmonology      |
| 20000000075 |      40259 | Radiology        |
| 20000000076 |     512097 | Anesthesiology   |
| 20000000076 |     111050 | Cardiology       |
| 20000000076 |     125275 | Dermatology      |
| 20000000076 |     109909 | Emergency        |
| 20000000076 |     206703 | Endocrinology    |
| 20000000076 |     192232 | Gastroenterology |
| 20000000076 |     112798 | Gynecology       |
| 20000000076 |     154292 | Neurology        |
| 20000000076 |     245540 | Neurosurgery     |
| 20000000076 |     193439 | Oncology         |
| 20000000076 |     182662 | Orthopedics      |
| 20000000076 |      94011 | Pediatrics       |
| 20000000076 |     122824 | Psychiatry       |
| 20000000076 |      95643 | Pulmonology      |
| 20000000076 |     162968 | Radiology        |
| 20000000077 |     400630 | Anesthesiology   |
| 20000000077 |      64213 | Cardiology       |
| 20000000077 |      74105 | Dermatology      |
| 20000000077 |      50718 | Emergency        |
| 20000000077 |     140728 | Endocrinology    |
| 20000000077 |     303586 | Gastroenterology |
| 20000000077 |     137443 | Gynecology       |
| 20000000077 |     115406 | Neurology        |
| 20000000077 |     189528 | Neurosurgery     |
| 20000000077 |     184495 | Oncology         |
| 20000000077 |     218698 | Orthopedics      |
| 20000000077 |     194706 | Pediatrics       |
| 20000000077 |     261759 | Psychiatry       |
| 20000000077 |     213426 | Pulmonology      |
| 20000000077 |     228609 | Radiology        |
| 20000000078 |     535416 | Anesthesiology   |
| 20000000078 |     166780 | Cardiology       |
| 20000000078 |     159176 | Dermatology      |
| 20000000078 |     204560 | Emergency        |
| 20000000078 |     258980 | Endocrinology    |
| 20000000078 |     307259 | Gastroenterology |
| 20000000078 |     130463 | Gynecology       |
| 20000000078 |     112930 | Neurology        |
| 20000000078 |     193769 | Neurosurgery     |
| 20000000078 |     169767 | Oncology         |
| 20000000078 |      82911 | Orthopedics      |
| 20000000078 |      57038 | Pediatrics       |
| 20000000078 |      34695 | Psychiatry       |
| 20000000078 |      54361 | Pulmonology      |
| 20000000078 |     176215 | Radiology        |
| 36305392268 |      13029 | Neurology        |
| 36793864306 |      10414 | Gastroenterology |
| 36835604504 |      30014 | Pulmonology      |
| 77259730285 |      20941 | Cardiology       |
| 77392879126 |      38227 | Gastroenterology |
+-------------+------------+------------------+
